GG,RGD1,T1x
3534,[],2627
3535,[],2628
3536,[],
3537,[],2629
3538,[],2630
3539,[],
3540,[],2631
3541,[],2632
3542,[],2633
3543,[],2634
3544,[],2635
3545,[],
3546,[],
3547,[],2636
3548,[],2637
3549,[],2638
3550,[],
3551,[],
3552,[],2639
3553,[],2640
3554,[],2641
3555,[],2642
3556,[],9255
3557,[],2643
3558,[],2644
3559,[],
3560,[],
3561,[],2645
3562,[],2646
3563,[],2647
3564,[],2648
3565,[],2649
3566,[],2650
3567,[],2651
3568,[],9256
3569,['MR_87373_0'],2652
3570,[],2653
3571,[],
3572,[],2654
3573,[],2655
3574,[],2656
3575,[],2657
3576,[],2658
3577,"['MR_496110_0', 'MR_140124_1']",9257
3578,[],2659
3579,[],
3580,[],9258
3581,[],2660
3582,[],9259
3583,[],2661
3584,[],2662
3585,[],2663
3586,[],
3587,[],2664
3588,[],
3589,[],2665
3590,[],2666
3591,[],2667
3592,[],2668
3593,[],2669
3594,[],
3595,[],2670
3596,[],2671
3597,[],
3598,[],
3599,[],
3600,[],
3601,[],2672
3602,[],2673
3603,[],
3604,[],2674
3605,[],2675
3606,[],2676
3607,[],
3608,[],2677
3609,[],2678
3610,[],2679
3611,[],2680
3612,[],2681
3613,[],2682
3614,[],2683
3615,[],2684
3616,[],
3617,[],2685
3618,[],
3619,[],2686
3620,[],2687
3621,[],2688
3622,[],
3623,[],2689
3624,[],2690
3625,[],2691
3626,[],2692
3627,[],2693
3628,[],2694
3629,[],2695
3630,[],2696
3631,[],9260
3632,[],
3633,[],2697
3634,[],2698
3635,[],
3636,[],9261
3637,[],
3638,[],2699
3639,[],2700
3640,[],2701
3641,[],2702
3642,[],2703
3643,[],2704
3644,[],2705
3645,[],2706
3646,[],2707
3647,[],2708
3648,[],2709
3649,[],2710
3650,[],2711
3651,[],2712
3652,[],2713
3653,[],2714
3654,[],2715
3655,[],2716
3656,[],2717
3657,[],2718
3658,[],9262
3659,[],2719
3660,[],
3661,[],
3662,[],2720
3663,['MR_14995_1'],
3664,[],2721
3665,"['MR_15011_1', 'MR_15011_0']",
3666,[],2722
3667,[],2723
3668,[],2724
3669,[],9263
3670,[],2725
3671,[],
3672,[],2726
3673,[],
3674,[],9264
3675,[],2727
3676,[],2728
3677,[],2729
3678,[],2730
3679,[],2731
3680,[],2732
3681,[],2733
3682,[],2734
3683,[],
3684,[],2735
3685,[],2736
3686,[],2737
3687,[],2738
3688,[],2739
3689,[],2740
3690,[],2741
3691,[],9265
3692,[],2742
3693,[],2743
3694,[],2744
3695,[],2745
3696,[],
3697,[],2746
3698,[],
3699,[],2747
3700,['MR_155350_0'],2748
3701,['MR_155342_0'],
3702,[],2749
3703,[],2750
3704,[],2751
3705,[],2752
3706,[],2753
3707,[],9266
3708,[],9267
3709,"['MR_89920_0', 'MR_89920_1']",
3710,['MR_63934_1'],
3711,[],2754
3712,[],2755
3713,[],2756
3714,[],
3715,[],2757
3716,[],2758
3717,[],2759
3718,[],2760
3719,[],2761
3720,[],
3721,[],
3722,[],2762
3723,[],2763
3724,[],2764
3725,[],2765
3726,[],2766
3727,[],2767
3728,[],
3729,[],9268
3730,[],2768
3731,[],
3732,[],
3733,[],2769
3734,[],2770
3735,[],
3736,[],2771
3737,[],2772
3738,[],2773
3739,[],2774
3740,[],2775
3741,['MR_27025_0'],2776
3742,[],2777
3743,[],2778
3744,[],2779
3745,[],2780
3746,[],2781
3747,[],2782
3748,[],2783
3749,[],9269
3750,[],2784
3751,[],2785
3752,[],2786
3753,[],2787
3754,[],2788
3755,[],2789
3756,[],2790
3757,[],2791
3758,[],2792
3759,[],2793
3760,[],2794
3761,[],2795
3762,[],9270
3763,[],2796
3764,[],2797
3765,[],2798
3766,[],2799
3767,[],2800
3768,[],2801
3769,[],2802
3770,[],2803
3771,[],2804
3772,[],2805
3773,[],2806
3774,[],2807
3775,[],2808
3776,[],2809
3777,[],2810
3778,[],2811
3779,[],2812
3780,[],
3781,[],2813
3782,[],2814
3783,[],
3784,[],
3785,[],2815
3786,[],9271
3787,[],9272
3788,[],
3789,[],2816
3790,[],2817
3791,[],
3792,[],9273
3793,[],9274
3794,[],9275
3795,[],2818
3796,[],2819
3797,[],2820
3798,[],2821
3799,[],2822
3800,[],2823
3801,[],2824
3802,[],2825
3803,[],2826
3804,[],2827
3805,[],2828
3806,[],
3807,[],2829
3808,[],2830
3809,[],2831
3810,[],2832
3811,[],2833
3812,[],
3813,[],2834
3814,[],2835
3815,[],9276
3816,[],2836
3817,[],2837
3818,[],
3819,[],2838
3820,[],
3821,[],2839
3822,[],2840
3823,[],9277
3824,[],2841
3825,[],2842
3826,[],2843
3827,[],2844
3828,[],
3829,"['MR_86090_1', 'MR_304585_0']",
3830,[],2845
3831,[],2846
3832,[],2847
3833,[],
3834,[],2848
3835,[],
3836,[],9278
3837,[],2849
3838,[],
3839,[],2850
3840,[],2851
3841,[],2852
3842,[],
3843,[],2853
3844,[],
3845,[],2854
3846,[],
3847,[],9279
3848,[],2855
3849,[],2856
3850,[],2857
3851,"['MR_636671_1', 'MR_581115_1', 'MR_581115_0']",2858
3852,[],2859
3853,[],2860
3854,[],2861
3855,['MR_147958_0'],2862
3856,[],2863
3857,[],2864
3858,[],2865
3859,[],2866
3860,[],2867
3861,[],2868
3862,[],2869
3863,[],2870
3864,[],2871
3865,[],2872
3866,[],2873
3867,[],2874
3868,[],2875
3869,[],2876
3870,[],2877
3871,[],2878
3872,[],2879
3873,[],2880
3874,[],2881
3875,[],2882
3876,[],2883
3877,['MR_310798_2'],2884
3878,[],
3879,[],2885
3880,[],
3881,[],2886
3882,[],
3883,[],9280
3884,[],2887
3885,[],2888
3886,[],2889
3887,[],2890
3888,[],
3889,[],2891
3890,[],9281
3891,['MR_384_0'],2892
3892,['MR_16664_0'],2893
3893,['MR_553794_1'],2894
3894,[],2895
3895,['MR_384_2'],2896
3896,[],2897
3897,"['MR_273747_0', 'MR_25327_0', 'MR_273747_1']",2898
3898,[],2899
3899,[],
3900,[],2900
3901,"['MR_690264_1', 'MR_690264_0']",2901
3902,[],2902
3903,[],9282
3904,[],9283
3905,[],2903
3906,[],2904
3907,[],
3908,[],2905
3909,[],2906
3910,[],2907
3911,[],2908
3912,[],2909
3913,[],2910
3914,[],2911
3915,[],2912
3916,[],2913
3917,[],2914
3918,[],2915
3919,[],2916
3920,[],2917
3921,[],2918
3922,[],9284
3923,[],
3924,[],2919
3925,[],2920
3926,[],
3927,[],
3928,"['MR_31_2', 'MR_31_0', 'MR_31_1']",
3929,[],
3930,[],2921
3931,[],2922
3932,['MR_513726_0'],2923
3933,[],9285
3934,[],2924
3935,[],2925
3936,[],2926
3937,[],
3938,[],
3939,[],2927
3940,[],2928
3941,[],
3942,[],2929
3943,[],
3944,[],
3945,[],2930
3946,[],9286
3947,[],2931
3948,[],2932
3949,[],2933
3950,[],2934
3951,[],2935
3952,[],2936
3953,[],2937
3954,[],2938
3955,[],2939
3956,[],2940
3957,[],
3958,[],
3959,[],9287
3960,[],2941
3961,['MR_27951_1'],
3962,[],2942
3963,[],2943
3964,[],
3965,[],
3966,[],9288
3967,['MR_603958_0'],
3968,[],2944
3969,[],
3970,[],2945
3971,[],2946
3972,[],2947
3973,[],2948
3974,[],
3975,[],2949
3976,[],2950
3977,[],
3978,[],
3979,[],9289
3980,[],2951
3981,[],
3982,[],2952
3983,[],
3984,[],2953
3985,[],2954
3986,[],2955
3987,[],2956
3988,[],2957
3989,[],
3990,['MR_43259_1'],
3991,[],
3992,[],
3993,[],2958
3994,[],2959
3995,[],2960
3996,[],
3997,[],2961
3998,[],2962
3999,[],2963
4000,[],2964
4001,[],2965
4002,[],2966
4003,[],2967
4004,[],2968
4005,[],2969
4006,[],
4007,[],2970
4008,[],2971
4009,[],2972
4010,[],9290
4011,[],
4012,[],9291
4013,[],2973
4014,[],2974
4015,[],
4016,[],2975
4017,[],2976
4018,[],2977
4019,[],2978
4020,['MR_1887_1'],2979
4021,['MR_147_0'],2980
4022,[],2981
4023,[],9292
4024,[],2982
4025,[],2983
4026,[],2984
4027,[],2985
4028,['MR_29597_1'],2986
4029,[],2987
4030,[],2988
4031,[],2989
4032,[],2990
4033,[],2991
4034,[],9293
4035,[],2992
4036,[],2993
4037,[],
4038,[],
4039,[],2994
4040,[],2995
4041,[],2996
4042,[],2997
4043,[],2998
4044,[],
4045,[],2999
4046,[],3000
4047,[],
4048,[],3001
4049,[],3002
4050,[],3003
4051,[],3004
4052,[],3005
4053,[],3006
4054,[],3007
4055,[],3008
4056,[],3009
4057,[],3010
4058,[],3011
4059,[],3012
4060,[],3013
4061,[],3014
4062,[],3015
4063,[],3016
4064,[],3017
4065,['MR_83009_0'],3018
4066,[],
4067,[],
4068,[],3019
4069,[],3020
4070,[],
4071,[],3021
4072,[],9294
4073,[],
4074,[],9295
4075,[],3022
4076,[],3023
4077,[],3024
4078,[],3025
4079,[],3026
4080,[],
4081,[],3027
4082,[],3028
4083,[],3029
4084,[],
4085,[],
4086,[],9296
4087,[],3030
4088,[],
4089,[],3031
4090,[],
4091,[],
4092,[],3032
4093,[],9297
4094,[],
4095,[],3033
4096,[],3034
4097,[],3035
4098,[],3036
4099,[],3037
4100,[],
4101,[],3038
4102,[],
4103,[],3039
4104,[],3040
4105,[],3041
4106,[],3042
4107,['MR_1352_0'],3043
4108,[],
4109,[],3044
4110,[],3045
4111,[],3046
4112,[],3047
4113,[],3048
4114,[],3049
4115,[],3050
4116,[],9298
4117,"['MR_12064_1', 'MR_79220_0', 'MR_30231_1', 'MR_13053_2', 'MR_12064_2', 'MR_12064_0', 'MR_79220_1']",3051
4118,[],3052
4119,[],3053
4120,[],3054
4121,[],3055
4122,[],
4123,[],3056
4124,[],3057
4125,[],
4126,[],3058
4127,[],3059
4128,[],3060
4129,[],3061
4130,[],3062
4131,[],3063
4132,[],3064
4133,[],
4134,[],3065
4135,[],3066
4136,[],3067
4137,[],3068
4138,[],3069
4139,[],3070
4140,[],3071
4141,[],9299
4142,[],3072
4143,[],3073
4144,[],3074
4145,[],3075
4146,[],3076
4147,[],3077
4148,[],3078
4149,[],3079
4150,[],3080
4151,[],3081
4152,[],3082
4153,[],3083
4154,[],3084
4155,[],3085
4156,[],3086
4157,[],3087
4158,[],9300
4159,[],3088
4160,[],3089
4161,[],3090
4162,[],3091
4163,[],3092
4164,[],3093
4165,[],3094
4166,[],3095
4167,[],3096
4168,[],9301
4169,[],3097
4170,[],3098
4171,[],3099
4172,[],3100
4173,[],9302
4174,[],3101
4175,[],3102
4176,['MR_374839_2'],3103
4177,[],3104
4178,[],9303
4179,"['MR_88498_0', 'MR_88498_1']",3105
4180,[],
4181,[],3106
4182,[],3107
4183,[],3108
4184,[],3109
4185,[],3110
4186,[],3111
4187,[],3112
4188,[],3113
4189,[],3114
4190,[],9304
4191,[],3115
4192,[],9305
4193,[],
4194,[],3116
4195,[],
4196,[],3117
4197,[],9306
4198,[],3118
4199,[],3119
4200,[],3120
4201,[],3121
4202,[],3122
4203,[],3123
4204,['MR_441618_0'],3124
4205,[],3125
4206,[],3126
4207,[],3127
4208,[],3128
4209,[],9307
4210,[],9308
4211,[],3129
4212,[],3130
4213,[],3131
4214,[],3132
4215,[],3133
4216,[],3134
4217,[],3135
4218,[],3136
4219,[],3137
4220,[],3138
4221,[],3139
4222,[],
4223,"['MR_186520_0', 'MR_186520_2']",3140
4224,[],3141
4225,[],3142
4226,[],3143
4227,[],3144
4228,[],
4229,[],3145
4230,[],
4231,[],3146
4232,[],3147
4233,[],3148
4234,[],3149
4235,[],3150
4236,[],3151
4237,[],3152
4238,[],3153
4239,[],9309
4240,"['MR_503735_1', 'MR_503735_0']",3154
4241,[],3155
4242,[],9310
4243,[],3156
4244,[],3157
4245,['MR_503738_1'],3158
4246,"['MR_365592_0', 'MR_365592_1']",3159
4247,[],3160
4248,[],3161
4249,[],3162
4250,[],3163
4251,[],3164
4252,[],3165
4253,[],3166
4254,"['MR_87090_0', 'MR_87090_1']",3167
4255,[],3168
4256,[],3169
4257,[],3170
4258,[],3171
4259,[],3172
4260,"['MR_87087_0', 'MR_87087_1']",3173
4261,[],3174
4262,"['MR_87091_0', 'MR_87086_1']",3175
4263,[],3176
4264,[],9311
4265,[],3177
4266,[],9312
4267,[],3178
4268,[],9313
4269,[],9314
4270,[],3179
4271,[],9315
4272,[],
4273,[],3180
4274,[],3181
4275,[],
4276,[],3182
4277,['MR_71253_0'],3183
4278,[],3184
4279,[],3185
4280,[],3186
4281,[],3187
4282,[],9316
4283,[],
4284,[],3188
4285,[],3189
4286,[],3190
4287,[],9317
4288,[],3191
4289,[],3192
4290,[],3193
4291,[],3194
4292,[],9318
4293,[],
4294,[],3195
4295,[],3196
4296,[],3197
4297,[],3198
4298,[],3199
4299,[],3200
4300,[],3201
4301,[],3202
4302,['MR_51021_0'],3203
4303,[],3204
4304,[],3205
4305,[],3206
4306,[],3207
4307,[],3208
4308,[],3209
4309,[],3210
4310,[],3211
4311,[],3212
4312,[],3213
4313,[],3214
4314,[],3215
4315,[],3216
4316,[],
4317,[],3217
4318,[],3218
4319,[],3219
4320,[],3220
4321,[],3221
4322,[],3222
4323,[],3223
4324,[],3224
4325,[],3225
4326,[],3226
4327,[],3227
4328,[],3228
4329,['MR_50278_0'],3229
4330,[],3230
4331,[],
4332,[],3231
4333,[],
4334,[],3232
4335,[],3233
4336,[],3234
4337,[],3235
4338,[],3236
4339,[],3237
4340,[],3238
4341,[],3239
4342,[],3240
4343,[],3241
4344,[],3242
4345,[],9319
4346,[],3243
4347,[],9320
4348,[],9321
4349,[],
4350,[],
4351,[],9322
4352,[],3244
4353,[],3245
4354,[],3246
4355,[],3247
4356,[],3248
4357,[],3249
4358,[],9323
4359,[],3250
4360,[],3251
4361,[],9324
4362,[],3252
4363,[],3253
4364,[],3254
4365,[],3255
4366,[],3256
4367,['MR_10204_1'],
4368,[],3257
4369,['MR_12080_0'],3258
4370,[],
4371,[],
4372,[],9325
4373,[],
4374,[],3259
4375,[],
4376,['MR_345878_0'],
4377,[],3260
4378,[],9326
4379,[],3261
4380,[],3262
4381,[],3263
4382,[],3264
4383,[],3265
4384,[],3266
4385,[],3267
4386,[],3268
4387,[],3269
4388,[],
4389,[],3270
4390,[],3271
4391,[],3272
4392,[],3273
4393,[],3274
4394,[],3275
4395,[],
4396,[],3276
4397,[],3277
4398,[],3278
4399,[],3279
4400,[],
4401,[],3280
4402,[],3281
4403,[],3282
4404,[],3283
4405,[],3284
4406,[],3285
4407,[],3286
4408,[],3287
4409,[],3288
4410,[],3289
4411,[],3290
4412,[],9327
4413,[],
4414,[],3291
4415,[],3292
4416,[],9328
4417,[],9329
4418,['MR_178035_1'],3293
4419,[],3294
4420,[],
4421,[],
4422,[],3295
4423,['MR_71110_0'],3296
4424,[],3297
4425,[],3298
4426,[],
4427,[],3299
4428,[],
4429,[],9330
4430,[],3300
4431,[],3301
4432,[],3302
4433,[],3303
4434,[],3304
4435,[],3305
4436,[],9331
4437,[],3306
4438,[],3307
4439,[],3308
4440,[],3309
4441,[],3310
4442,[],3311
4443,[],3312
4444,[],3313
4445,[],3314
4446,[],3315
4447,[],3316
4448,[],3317
4449,[],3318
4450,[],3319
4451,[],3320
4452,[],3321
4453,[],3322
4454,[],3323
4455,['MR_463475_2'],3324
4456,[],3325
4457,[],3326
4458,[],3327
4459,[],3328
4460,[],3329
4461,[],
4462,[],3330
4463,[],9332
4464,[],9333
4465,[],3331
4466,[],3332
4467,[],
4468,[],3333
4469,[],3334
4470,[],3335
4471,[],3336
4472,[],3337
4473,[],
4474,[],3338
4475,[],3339
4476,[],3340
4477,[],3341
4478,[],3342
4479,[],9334
4480,[],3343
4481,[],3344
4482,[],3345
4483,[],3346
4484,[],3347
4485,[],3348
4486,[],3349
4487,[],3350
4488,[],3351
4489,[],9335
4490,[],3352
4491,[],3353
4492,[],3354
4493,[],3355
4494,[],3356
4495,[],3357
4496,['MR_154754_0'],
4497,[],3358
4498,[],3359
4499,['MR_69586_0'],9336
4500,"['MR_437411_1', 'MR_154752_0']",3360
4501,[],3361
4502,[],3362
4503,[],3363
4504,[],9337
4505,[],3364
4506,[],3365
4507,[],
4508,['MR_154756_2'],9338
4509,[],9339
4510,[],9340
4511,[],3366
4512,[],3367
4513,[],3368
4514,[],3369
4515,[],3370
4516,[],3371
4517,[],3372
4518,[],3373
4519,[],3374
4520,[],3375
4521,[],3376
4522,[],
4523,[],3377
4524,[],
4525,[],3378
4526,['MR_5930_0'],3379
4527,[],9341
4528,[],3380
4529,[],3381
4530,[],3382
4531,[],3383
4532,[],3384
4533,[],3385
4534,[],3386
4535,[],3387
4536,[],3388
4537,[],3389
4538,[],3390
4539,[],3391
4540,[],3392
4541,[],3393
4542,[],3394
4543,[],3395
4544,[],3396
4545,[],3397
4546,[],3398
4547,[],3399
4548,[],
4549,[],3400
4550,[],3401
4551,[],3402
4552,[],3403
4553,[],3404
4554,[],3405
4555,[],3406
4556,[],3407
4557,"['MR_481908_0', 'MR_481908_1']",3408
4558,['MR_481907_0'],3409
4559,[],3410
4560,[],3411
4561,[],3412
4562,[],3413
4563,['MR_5930_0'],3414
4564,[],3415
4565,[],
4566,[],3416
4567,[],
4568,[],3417
4569,[],3418
4570,[],3419
4571,[],3420
4572,[],3421
4573,[],9342
4574,[],3422
4575,[],3423
4576,[],3424
4577,[],
4578,[],3425
4579,[],
4580,[],3426
4581,[],3427
4582,"['MR_389620_1', 'MR_389620_2']",3428
4583,[],9343
4584,[],3429
4585,[],3430
4586,[],9344
4587,[],3431
4588,[],3432
4589,[],3433
4590,[],
4591,[],3434
4592,[],3435
4593,[],9345
4594,[],9346
4595,[],3436
4596,[],3437
4597,[],3438
4598,[],
4599,[],
4600,[],
4601,[],3439
4602,[],3440
4603,[],3441
4604,[],3442
4605,[],3443
4606,[],3444
4607,[],3445
4608,['MR_96161_0'],9347
4609,[],3446
4610,[],9348
4611,[],3447
4612,[],3448
4613,[],3449
4614,[],3450
4615,[],3451
4616,[],3452
4617,[],3453
4618,[],
4619,[],3454
4620,[],9349
4621,[],9350
4622,[],3455
4623,[],3456
4624,[],3457
4625,[],3458
4626,[],3459
4627,[],3460
4628,[],
4629,[],3461
4630,[],
4631,[],
4632,[],3462
4633,[],3463
4634,[],3464
4635,[],3465
4636,[],3466
4637,[],3467
4638,[],
4639,[],3468
4640,[],3469
4641,[],3470
4642,['MR_443699_0'],3471
4643,['MR_236268_2'],3472
4644,[],3473
4645,[],3474
4646,[],3475
4647,[],3476
4648,[],3477
4649,[],
4650,[],3478
4651,['MR_82061_0'],3479
4652,[],3480
4653,[],3481
4654,[],3482
4655,[],3483
4656,[],3484
4657,[],3485
4658,[],3486
4659,[],9351
4660,[],3487
4661,[],3488
4662,[],3489
4663,[],3490
4664,[],3491
4665,[],3492
4666,[],3493
4667,[],3494
4668,[],3495
4669,[],3496
4670,[],3497
4671,[],3498
4672,[],3499
4673,[],3500
4674,[],3501
4675,[],3502
4676,[],3503
4677,[],3504
4678,[],3505
4679,[],
4680,[],3506
4681,[],3507
4682,[],9352
4683,[],9353
4684,[],3508
4685,[],3509
4686,[],3510
4687,[],3511
4688,[],3512
4689,[],9354
4690,[],3513
4691,[],3514
4692,[],3515
4693,[],3516
4694,[],3517
4695,[],3518
4696,[],3519
4697,[],3520
4698,[],3521
4699,[],9355
4700,[],3522
4701,[],3523
4702,[],3524
4703,[],3525
4704,[],3526
4705,"['MR_28695_0', 'MR_28695_2']",3527
4706,[],
4707,[],3528
4708,"['MR_73937_1', 'MR_28696_2']",3529
4709,"['MR_42949_0', 'MR_1919_1']",3530
4710,['MR_163938_1'],3531
4711,[],3532
4712,[],3533
4713,"['MR_516614_1', 'MR_516616_0', 'MR_516614_0']",3534
4714,[],
4715,[],3535
4716,[],3536
4717,[],3537
4718,[],
4719,[],
4720,[],3538
4721,[],3539
4722,[],9356
4723,[],3540
4724,[],3541
4725,[],3542
4726,[],
4727,[],3543
4728,[],3544
4729,[],3545
4730,[],
4731,[],3546
4732,[],3547
4733,[],3548
4734,[],3549
4735,[],3550
4736,['MR_10775_1'],9357
4737,[],
4738,[],
4739,[],
4740,[],3551
4741,[],
4742,[],
4743,[],3552
4744,[],
4745,[],3553
4746,[],3554
4747,['MR_103036_0'],3555
4748,[],3556
4749,[],3557
4750,[],3558
4751,[],
4752,['MR_150798_1'],9358
4753,['MR_150805_0'],
4754,[],3559
4755,[],3560
4756,[],3561
4757,[],3562
4758,[],3563
4759,[],
4760,[],3564
4761,[],3565
4762,[],3566
4763,[],3567
4764,[],3568
4765,[],3569
4766,[],
4767,[],3570
4768,[],3571
4769,[],3572
4770,[],3573
4771,[],3574
4772,[],3575
4773,[],3576
4774,[],3577
4775,[],
4776,[],3578
4777,['MR_4060_0'],
4778,[],3579
4779,[],3580
4780,"['MR_17872_1', 'MR_38326_0']",3581
4781,[],9359
4782,['MR_16645_1'],3582
4783,"['MR_103967_0', 'MR_17875_0']",3583
4784,[],3584
4785,[],3585
4786,[],3586
4787,[],3587
4788,[],3588
4789,[],3589
4790,[],3590
4791,['MR_86322_0'],3591
4792,['MR_15194_0'],
4793,['MR_15195_0'],9360
4794,[],3592
4795,[],3593
4796,[],3594
4797,[],
4798,[],9361
4799,[],3595
4800,[],3596
4801,[],3597
4802,[],3598
4803,[],3599
4804,[],3600
4805,[],3601
4806,[],3602
4807,[],3603
4808,[],3604
4809,[],3605
4810,[],3606
4811,[],3607
4812,[],3608
4813,[],3609
4814,[],3610
4815,[],3611
4816,[],
4817,[],3612
4818,['MR_88577_0'],3613
4819,[],3614
4820,[],3615
4821,[],9362
4822,[],3616
4823,[],3617
4824,[],3618
4825,[],3619
4826,['MR_262311_0'],9363
4827,['MR_262310_0'],3620
4828,[],3621
4829,[],3622
4830,[],3623
4831,[],3624
4832,[],3625
4833,[],3626
4834,[],3627
4835,[],
4836,[],
4837,[],9364
4838,[],9365
4839,[],3628
4840,[],3629
4841,[],3630
4842,[],9366
4843,[],9367
4844,"['MR_40_0', 'MR_12890_0']",9368
4845,['MR_12889_0'],9369
4846,[],3631
4847,[],3632
4848,[],3633
4849,['MR_56_2'],3634
4850,[],3635
4851,[],3636
4852,[],3637
4853,"['MR_58853_1', 'MR_58853_0']",9370
4854,[],3638
4855,['MR_117230_2'],3639
4856,[],3640
4857,['MR_58850_0'],3641
4858,[],3642
4859,['MR_153227_0'],3643
4860,[],3644
4861,[],3645
4862,[],3646
4863,[],3647
4864,[],3648
4865,[],
4866,[],
4867,[],3649
4868,['MR_76065_1'],3650
4869,[],3651
4870,['MR_94258_0'],
4871,['MR_4700_2'],9371
4872,[],3652
4873,[],9372
4874,[],3653
4875,[],3654
4876,[],
4877,[],3655
4878,[],3656
4879,[],3657
4880,[],3658
4881,[],3659
4882,[],3660
4883,[],3661
4884,[],
4885,[],3662
4886,[],3663
4887,[],3664
4888,[],3665
4889,[],3666
4890,[],3667
4891,[],3668
4892,[],3669
4893,[],
4894,[],3670
4895,[],9373
4896,[],3671
4897,[],3672
4898,[],3673
4899,[],3674
4900,[],9374
4901,[],3675
4902,[],3676
4903,[],3677
4904,[],3678
4905,[],3679
4906,[],3680
4907,[],3681
4908,[],
4909,[],3682
4910,[],3683
4911,['MR_44132_2'],3684
4912,"['MR_15427_0', 'MR_15427_2']",3685
4913,[],
4914,[],
4915,[],3686
4916,[],3687
4917,[],3688
4918,[],3689
4919,[],3690
4920,[],3691
4921,[],3692
4922,[],3693
4923,[],3694
4924,[],3695
4925,[],3696
4926,[],3697
4927,[],
4928,[],3698
4929,[],3699
4930,[],3700
4931,[],3701
4932,[],3702
4933,[],3703
4934,[],3704
4935,[],3705
4936,[],
4937,[],9375
4938,[],3706
4939,[],3707
4940,[],3708
4941,[],3709
4942,[],9376
4943,[],3710
4944,[],
4945,[],3711
4946,[],9377
4947,[],3712
4948,[],3713
4949,[],3714
4950,[],3715
4951,[],3716
4952,[],3717
4953,[],3718
4954,[],3719
4955,[],3720
4956,[],
4957,[],3721
4958,[],3722
4959,[],
4960,[],9378
4961,[],3723
4962,[],3724
4963,[],3725
4964,[],3726
4965,[],3727
4966,['MR_73670_0'],3728
4967,[],3729
4968,"['MR_56232_0', 'MR_56232_1']",3730
4969,[],3731
4970,[],9379
4971,[],3732
4972,[],3733
4973,[],3734
4974,[],3735
4975,[],3736
4976,[],9380
4977,[],3737
4978,[],3738
4979,[],3739
4980,[],3740
4981,[],3741
4982,[],3742
4983,[],3743
4984,[],3744
4985,[],3745
4986,[],3746
4987,[],3747
4988,[],3748
4989,[],3749
4990,[],3750
4991,[],3751
4992,[],3752
4993,[],3753
4994,[],3754
4995,[],3755
4996,[],3756
4997,[],3757
4998,[],3758
4999,[],3759
5000,[],3760
5001,[],3761
5002,[],3762
5003,[],3763
5004,[],9381
5005,[],3764
5006,[],3765
5007,[],3766
5008,[],3767
5009,[],3768
5010,[],3769
5011,[],3770
5012,[],3771
5013,[],3772
5014,[],
5015,[],9382
5016,[],
5017,[],3773
5018,[],3774
5019,"['MR_12064_1', 'MR_79220_0', 'MR_30231_1', 'MR_13053_2', 'MR_12064_2', 'MR_12064_0', 'MR_79220_1']",3775
5020,[],3776
5021,[],3777
5022,[],3778
5023,[],3779
5024,[],9383
5025,[],3780
5026,[],3781
5027,[],9384
5028,"['MR_29823_0', 'MR_29823_1']",
5029,[],3782
5030,[],3783
5031,[],3784
5032,[],3785
5033,[],3786
5034,['MR_637252_0'],
5035,[],3787
5036,"['MR_637250_0', 'MR_637250_1']",3788
5037,[],
5038,[],3789
5039,[],9385
5040,[],3790
5041,[],3791
5042,[],3792
5043,[],3793
5044,[],3794
5045,[],3795
5046,[],3796
5047,[],
5048,[],3797
5049,[],3798
5050,[],3799
5051,[],
5052,[],3800
5053,[],9386
5054,[],3801
5055,['MR_3042_2'],3802
5056,[],3803
5057,"['MR_4713_1', 'MR_4713_0']",9387
5058,[],3804
5059,[],3805
5060,[],3806
5061,[],3807
5062,[],3808
5063,['MR_4695_1'],3809
5064,[],3810
5065,[],3811
5066,[],3812
5067,[],3813
5068,[],3814
5069,[],3815
5070,[],3816
5071,[],3817
5072,[],3818
5073,[],9388
5074,[],9389
5075,[],3819
5076,[],3820
5077,[],
5078,[],3821
5079,[],3822
5080,[],3823
5081,[],3824
5082,[],3825
5083,[],3826
5084,[],3827
5085,[],3828
5086,[],3829
5087,[],3830
5088,[],3831
5089,[],3832
5090,[],3833
5091,[],9390
5092,[],3834
5093,[],3835
5094,[],3836
5095,[],3837
5096,[],3838
5097,[],3839
5098,[],3840
5099,[],3841
5100,['MR_620078_1'],3842
5101,[],9391
5102,[],3843
5103,[],3844
5104,[],3845
5105,[],3846
5106,[],
5107,[],3847
5108,[],3848
5109,[],3849
5110,[],3850
5111,[],3851
5112,[],3852
5113,[],
5114,[],3853
5115,[],3854
5116,[],3855
5117,[],3856
5118,[],3857
5119,[],3858
5120,"['MR_2347_0', 'MR_2348_0']",
5121,[],
5122,[],
5123,[],3859
5124,[],
5125,[],3860
5126,[],9392
5127,[],3861
5128,[],3862
5129,[],3863
5130,[],3864
5131,[],3865
5132,[],3866
5133,[],3867
5134,[],3868
5135,[],3869
5136,[],3870
5137,[],3871
5138,[],3872
5139,[],3873
5140,[],3874
5141,[],3875
5142,[],3876
5143,[],
5144,[],3877
5145,[],
5146,[],
5147,[],9393
5148,[],3878
5149,[],3879
5150,[],9394
5151,[],3880
5152,"['MR_81691_1', 'MR_46649_1', 'MR_46649_2', 'MR_46649_0', 'MR_81691_0']",3881
5153,[],
5154,[],3882
5155,[],3883
5156,[],3884
5157,[],3885
5158,[],3886
5159,[],
5160,[],3887
5161,[],3888
5162,[],3889
5163,[],3890
5164,[],
